person_income;person_emp_exp;loan_amnt;loan_intent;loan_int_rate;loan_percent_income;cb_person_cred_hist_length;credit_score;previous_loan_defaults_on_file;loan_status;tenure
791270;2;60000;MEDICAL;1101;8;20;677;No;0;4
791270;2;62000;VENTURE;89;8;20;574;Yes;0;6
791270;1;80000;EDUCATION;714;1;40;678;Yes;0;8
791280;6;150000;EDUCATION;1171;19;90;659;Yes;0;1
791290;5;200000;EDUCATION;1409;25;30;629;No;0;8
791300;5;30000;HOMEIMPROVEMENT;646;4;80;689;No;0;3
791320;8;110000;MEDICAL;1635;14;80;625;No;1;4
791340;14;200000;HOMEIMPROVEMENT;1671;25;170;635;No;1;5
791350;13;36000;DEBTCONSOLIDATION;1399;5;90;598;Yes;0;6
791360;0;62000;PERSONAL;1101;8;20;558;Yes;0;0
791370;12;100000;MEDICAL;1199;13;90;647;Yes;0;5
791380;4;12000;HOMEIMPROVEMENT;1099;2;20;680;Yes;0;4
791380;2;212500;EDUCATION;1595;27;40;650;No;1;5
791390;10;50000;VENTURE;732;6;90;596;Yes;0;5
791390;2;160000;PERSONAL;788;2;30;668;No;0;6
791400;0;50000;MEDICAL;579;6;40;677;Yes;0;5
791410;1;150000;VENTURE;1021;19;30;656;No;0;2
791410;8;250000;PERSONAL;1565;32;50;617;Yes;0;5
791420;0;72000;PERSONAL;89;9;20;671;No;0;9
791420;0;130000;EDUCATION;1424;16;40;694;Yes;0;6
791440;0;90000;EDUCATION;788;11;30;651;No;0;10
791440;6;200000;HOMEIMPROVEMENT;1499;25;40;678;No;0;2
791440;7;250000;DEBTCONSOLIDATION;1537;32;60;629;No;1;9
791460;2;20000;HOMEIMPROVEMENT;542;3;30;631;Yes;0;9
791480;0;280000;EDUCATION;79;35;60;541;No;1;2
791490;4;88000;EDUCATION;603;11;90;634;No;0;7
791490;8;200000;HOMEIMPROVEMENT;1677;25;50;564;Yes;0;0
791510;5;14570;VENTURE;952;2;60;639;Yes;0;2
791520;5;70000;MEDICAL;81;9;40;670;No;0;7
791520;5;120000;PERSONAL;1231;15;80;673;Yes;0;7
791530;1;76750;PERSONAL;1533;1;30;641;No;0;7
791540;16;70000;MEDICAL;788;9;170;692;No;0;5
791550;2;48000;HOMEIMPROVEMENT;1302;6;30;649;Yes;0;8
791570;11;120000;VENTURE;754;15;60;668;No;0;5
791580;8;80000;PERSONAL;1101;1;50;639;Yes;0;4
791610;2;80000;PERSONAL;906;1;30;640;No;0;9
791620;0;60000;EDUCATION;1442;8;30;565;No;1;1
791620;6;120000;EDUCATION;809;15;30;581;No;0;3
791630;3;210000;DEBTCONSOLIDATION;1409;27;30;627;No;1;5
791650;3;80000;PERSONAL;1199;1;30;698;No;0;5
791650;2;160000;PERSONAL;905;2;70;508;Yes;0;6
791660;0;25000;MEDICAL;1451;3;20;609;Yes;0;1
791670;0;84270;VENTURE;1195;11;40;637;Yes;0;2
791680;5;150000;EDUCATION;999;19;100;632;Yes;0;3
791690;0;100000;HOMEIMPROVEMENT;1427;13;40;621;Yes;0;2
791690;12;170000;MEDICAL;849;21;80;666;No;0;4
791710;4;60000;EDUCATION;1211;8;40;550;Yes;0;4
791730;6;220000;VENTURE;1719;28;20;612;Yes;0;6
791740;13;150000;MEDICAL;1059;19;170;565;No;0;2
791770;6;60250;VENTURE;603;8;100;586;Yes;0;4
791780;27;30000;VENTURE;1099;4;140;490;Yes;0;6
791780;10;80000;MEDICAL;699;1;90;575;Yes;0;5
791790;2;36000;DEBTCONSOLIDATION;1149;5;20;619;No;0;4
791790;4;75000;MEDICAL;1095;9;100;587;Yes;0;6
791790;0;100000;VENTURE;116;13;50;703;No;0;5
791800;7;115000;HOMEIMPROVEMENT;751;15;100;608;No;0;6
791810;6;50000;DEBTCONSOLIDATION;692;6;50;525;Yes;0;8
791820;3;120000;VENTURE;1269;15;40;591;Yes;0;7
791830;0;280000;EDUCATION;79;35;20;677;No;1;3
791860;5;25000;VENTURE;1235;3;70;623;Yes;0;2
791870;0;60000;PERSONAL;1077;8;20;680;Yes;0;3
791870;8;62500;PERSONAL;1287;8;90;644;Yes;0;10
791870;14;70000;VENTURE;788;9;110;728;Yes;0;2
791870;7;80000;VENTURE;766;1;70;679;Yes;0;4
791870;0;100000;EDUCATION;603;13;30;642;No;0;7
791880;0;38000;MEDICAL;1112;5;40;631;Yes;0;5
791880;9;56000;PERSONAL;1158;7;50;622;Yes;0;1
791900;1;40000;MEDICAL;542;5;20;607;Yes;0;1
791920;3;30000;PERSONAL;1772;4;50;667;No;0;8
791930;1;55000;HOMEIMPROVEMENT;579;7;30;609;Yes;0;2
791940;10;150000;VENTURE;751;19;80;599;No;0;6
791960;10;60000;DEBTCONSOLIDATION;729;8;100;599;Yes;0;3
791980;1;42000;PERSONAL;1527;5;20;620;Yes;0;2
791980;11;115000;HOMEIMPROVEMENT;1226;15;130;689;No;0;4
791980;3;176000;EDUCATION;1074;22;20;658;Yes;0;6
791990;14;150000;EDUCATION;1036;19;170;631;No;0;3
792000;0;165000;VENTURE;749;21;30;528;No;0;5
792020;13;65000;DEBTCONSOLIDATION;542;8;70;648;No;0;7
792020;3;85370;EDUCATION;758;11;30;637;Yes;0;2
792040;11;200000;VENTURE;1677;25;60;560;Yes;0;9
792060;0;200000;DEBTCONSOLIDATION;1101;25;30;683;Yes;0;7
792060;14;200000;HOMEIMPROVEMENT;1033;25;160;581;No;1;6
792070;0;125000;EDUCATION;1148;16;40;652;Yes;0;10
792080;5;90000;VENTURE;766;11;60;593;No;0;6
792090;6;220000;VENTURE;1467;28;60;598;Yes;0;9
792100;3;25000;MEDICAL;1008;3;20;563;Yes;0;8
792100;12;36250;PERSONAL;603;5;80;584;Yes;0;5
792100;0;50000;EDUCATION;937;6;40;592;No;0;6
792100;0;200000;HOMEIMPROVEMENT;1036;25;30;547;Yes;0;4
792110;4;50000;PERSONAL;859;6;20;720;Yes;0;3
792110;1;180000;HOMEIMPROVEMENT;1101;23;30;610;No;0;9
792120;6;75000;DEBTCONSOLIDATION;617;9;90;677;No;0;3
792120;0;96000;PERSONAL;1199;12;30;625;No;0;4
792130;1;130000;EDUCATION;1349;16;20;686;Yes;0;1
792140;1;66000;DEBTCONSOLIDATION;1065;8;20;634;Yes;0;1
792160;5;70000;DEBTCONSOLIDATION;1007;9;60;573;Yes;0;5
792170;1;60000;VENTURE;1101;8;20;625;No;0;2
792170;11;70000;DEBTCONSOLIDATION;1426;9;100;515;Yes;0;6
792170;0;168000;PERSONAL;1101;21;20;670;Yes;0;5
792210;9;120000;PERSONAL;1149;15;70;733;Yes;0;3
792220;1;42000;DEBTCONSOLIDATION;1101;5;20;490;Yes;0;6
792220;2;90000;MEDICAL;1432;11;40;586;No;0;4
792220;0;120000;EDUCATION;1096;15;30;555;Yes;0;9
792220;12;200000;HOMEIMPROVEMENT;654;25;50;692;No;1;6
792220;7;240000;DEBTCONSOLIDATION;1101;3;20;616;No;1;5
792260;5;75000;VENTURE;1096;9;50;663;Yes;0;6
792270;1;40000;PERSONAL;627;5;30;580;Yes;0;2
792280;10;56000;PERSONAL;80;7;60;605;No;0;7
792290;4;70000;VENTURE;849;9;40;712;Yes;0;5
792300;2;150000;VENTURE;1695;19;30;586;No;0;4
792310;3;180000;HOMEIMPROVEMENT;1399;23;30;562;Yes;0;4
792350;7;80000;VENTURE;737;1;80;578;Yes;0;4
792400;10;55000;DEBTCONSOLIDATION;751;7;70;651;No;0;4
792410;5;250000;DEBTCONSOLIDATION;1667;32;90;620;No;1;6
792430;7;60000;EDUCATION;1186;8;110;648;No;0;2
792430;4;70000;PERSONAL;1074;9;90;649;Yes;0;7
792450;3;100000;PERSONAL;788;13;60;571;No;0;5
792460;11;100000;MEDICAL;1101;13;110;675;No;0;8
792470;23;76320;PERSONAL;73;1;200;641;No;0;2
792470;3;180000;HOMEIMPROVEMENT;887;23;50;609;Yes;0;6
792480;7;100000;MEDICAL;1075;13;40;636;Yes;0;8
792480;16;120000;HOMEIMPROVEMENT;1398;15;120;667;No;0;5
792510;5;64000;PERSONAL;1287;8;100;656;No;1;4
792520;5;103330;MEDICAL;625;13;70;640;Yes;0;5
792530;0;70000;EDUCATION;1116;9;40;574;Yes;0;5
792530;0;90000;MEDICAL;1479;11;40;594;Yes;0;5
792550;1;48000;PERSONAL;1349;6;30;666;Yes;0;1
792550;18;60000;DEBTCONSOLIDATION;932;8;160;619;Yes;0;8
792550;10;70000;DEBTCONSOLIDATION;80;9;80;650;Yes;0;1
792550;9;116000;HOMEIMPROVEMENT;1349;15;80;640;No;0;6
792550;0;340000;EDUCATION;1758;43;40;691;No;1;10
792560;1;70000;MEDICAL;1392;9;30;659;No;0;3
792570;10;80000;EDUCATION;692;1;50;700;Yes;0;5
792580;2;60000;EDUCATION;1136;8;40;638;Yes;0;6
792590;2;30000;MEDICAL;1392;4;40;643;Yes;0;5
792590;2;108000;PERSONAL;100;14;40;583;Yes;0;4
792600;3;125000;VENTURE;603;16;40;563;Yes;0;6
792600;0;140000;PERSONAL;1065;18;40;599;Yes;0;6
792600;2;150000;EDUCATION;1632;19;20;663;Yes;0;4
792610;0;30000;EDUCATION;1484;4;30;592;Yes;0;8
792650;8;75000;EDUCATION;1095;9;60;684;No;0;4
792660;1;74250;DEBTCONSOLIDATION;603;9;40;649;Yes;0;5
792700;12;100000;PERSONAL;1136;13;70;699;Yes;0;5
792740;3;75000;EDUCATION;835;9;40;672;No;0;8
792780;8;35000;VENTURE;737;4;90;693;Yes;0;5
792790;4;100000;HOMEIMPROVEMENT;662;13;30;700;Yes;0;6
792810;7;100000;PERSONAL;1273;13;60;651;Yes;0;5
792830;8;80000;PERSONAL;837;1;50;633;No;0;2
792840;10;70000;DEBTCONSOLIDATION;1349;9;80;609;No;0;7
792840;2;70000;VENTURE;801;9;40;661;Yes;0;5
792850;2;65000;EDUCATION;1171;8;40;583;No;0;3
792850;5;100000;DEBTCONSOLIDATION;1253;13;70;649;No;0;4
792880;2;104000;PERSONAL;542;13;80;650;Yes;0;5
792940;3;51530;EDUCATION;1045;6;40;624;Yes;0;3
792950;2;70000;VENTURE;1183;9;30;527;Yes;0;4
792990;15;200000;EDUCATION;1533;25;150;653;No;1;6
793000;0;100000;PERSONAL;945;13;30;693;Yes;0;7
793000;22;250000;EDUCATION;1186;32;170;681;Yes;0;8
793020;7;40000;PERSONAL;715;5;50;544;Yes;0;7
793030;0;51250;EDUCATION;1071;6;40;602;No;0;3
793060;0;160000;PERSONAL;896;2;40;641;Yes;0;5
793080;11;150000;MEDICAL;1199;19;100;591;Yes;0;3
793110;7;55880;PERSONAL;1113;7;50;618;Yes;0;4
793110;0;100000;MEDICAL;579;13;20;669;Yes;0;6
793130;0;50000;PERSONAL;743;6;40;636;Yes;0;7
793140;0;200000;VENTURE;1505;25;40;582;Yes;0;4
793150;7;70000;DEBTCONSOLIDATION;80;9;70;565;Yes;0;8
793150;0;70000;VENTURE;731;9;40;668;Yes;0;4
793250;7;50000;MEDICAL;1635;6;60;556;No;1;1
793290;0;105740;PERSONAL;70;13;40;593;Yes;0;1
793300;4;84000;DEBTCONSOLIDATION;1199;11;20;639;Yes;0;3
793310;0;50000;MEDICAL;1677;6;40;601;No;1;4
793340;2;40000;PERSONAL;662;5;20;607;Yes;0;3
793390;23;60000;EDUCATION;1269;8;130;690;No;0;8
793460;3;40000;VENTURE;1099;5;30;624;Yes;0;4
793480;2;36000;VENTURE;749;5;30;662;Yes;0;4
793480;0;200000;MEDICAL;1037;25;20;703;No;1;3
793500;7;60000;HOMEIMPROVEMENT;1465;8;70;560;Yes;0;2
793510;1;160750;VENTURE;1101;2;30;614;No;0;7
793550;5;70000;VENTURE;1117;9;20;635;Yes;0;8
793560;0;132500;DEBTCONSOLIDATION;1037;17;40;556;No;0;3
793570;3;70000;EDUCATION;1101;9;20;658;No;0;1
793590;15;100080;DEBTCONSOLIDATION;1076;13;120;631;No;0;8
793600;0;70000;VENTURE;1171;9;30;585;No;0;4
793620;1;100000;EDUCATION;749;13;20;594;No;0;8
793640;4;36130;MEDICAL;826;5;60;595;Yes;0;8
793710;11;84000;PERSONAL;1361;11;90;638;Yes;0;6
793730;2;120000;HOMEIMPROVEMENT;1136;15;80;470;Yes;0;3
793730;1;180000;MEDICAL;1099;23;40;621;No;0;5
793740;1;20000;MEDICAL;751;3;20;632;Yes;0;6
793740;4;150000;EDUCATION;160;19;80;709;Yes;0;3
793760;5;100000;VENTURE;1242;13;60;645;Yes;0;9
793770;1;80000;EDUCATION;1284;1;20;581;Yes;0;7
793780;0;100000;EDUCATION;643;13;30;484;Yes;0;4
793800;8;128000;VENTURE;152;16;80;642;Yes;0;5
793840;4;170000;MEDICAL;1343;21;30;624;No;0;2
793860;4;150000;VENTURE;1099;19;20;656;No;0;4
793880;3;180000;HOMEIMPROVEMENT;1015;23;50;672;No;0;5
793920;10;123000;DEBTCONSOLIDATION;1101;15;100;712;No;0;4
793930;4;60000;EDUCATION;1306;8;30;615;Yes;0;10
793930;4;80000;HOMEIMPROVEMENT;699;1;30;614;Yes;0;5
793940;1;150000;EDUCATION;1093;19;40;597;Yes;0;3
793970;12;12090;HOMEIMPROVEMENT;79;2;80;665;Yes;0;8
794000;8;70000;HOMEIMPROVEMENT;876;9;70;687;Yes;0;7
794010;0;140000;DEBTCONSOLIDATION;999;18;20;646;Yes;0;3
794040;6;128000;EDUCATION;152;16;70;583;Yes;0;5
794100;6;30000;HOMEIMPROVEMENT;542;4;50;612;Yes;0;8
794130;9;120000;PERSONAL;766;15;70;683;No;0;12
794150;1;32000;HOMEIMPROVEMENT;999;4;40;626;No;0;8
794180;1;30000;HOMEIMPROVEMENT;849;4;40;671;No;0;7
794210;0;30000;DEBTCONSOLIDATION;1273;4;30;662;Yes;0;7
794320;3;100750;DEBTCONSOLIDATION;1398;13;20;555;No;0;9
794330;1;125000;EDUCATION;63;16;40;600;Yes;0;6
794340;7;100000;DEBTCONSOLIDATION;1085;13;60;562;Yes;0;9
794350;11;65000;VENTURE;579;8;160;586;Yes;0;1
794380;3;150000;MEDICAL;1689;19;90;644;No;1;4
794420;2;84000;VENTURE;1186;11;40;595;Yes;0;6
794450;6;90000;EDUCATION;1242;11;50;602;Yes;0;3
794470;3;125000;EDUCATION;691;16;20;697;Yes;0;2
794500;6;25000;VENTURE;599;3;70;681;Yes;0;2
794500;1;100000;MEDICAL;1398;13;40;674;Yes;0;5
794520;15;80000;MEDICAL;729;1;130;716;Yes;0;5
794600;3;50000;EDUCATION;1219;6;30;606;Yes;0;9
794660;2;100000;DEBTCONSOLIDATION;751;13;40;655;Yes;0;5
794660;14;100000;PERSONAL;1039;13;130;662;Yes;0;9
794670;0;241840;EDUCATION;1445;3;20;610;No;1;4
794710;1;96000;DEBTCONSOLIDATION;849;12;20;651;No;0;9
794830;12;50000;MEDICAL;1128;6;90;654;No;1;3
794830;9;70000;PERSONAL;80;9;80;671;Yes;0;4
794840;15;50000;HOMEIMPROVEMENT;963;6;170;630;No;0;4
794980;0;40000;PERSONAL;744;5;40;609;Yes;0;8
795010;0;40000;VENTURE;1223;5;40;632;Yes;0;4
795100;2;242500;MEDICAL;157;3;20;604;No;1;5
795200;0;100000;VENTURE;1101;13;30;650;Yes;0;5
795340;0;120000;EDUCATION;1306;15;20;638;Yes;0;3
795390;5;200000;DEBTCONSOLIDATION;1322;25;20;584;No;1;9
795760;2;100000;DEBTCONSOLIDATION;1186;13;30;691;Yes;0;5
795760;0;100000;EDUCATION;1355;13;20;582;No;1;5
795770;0;82030;MEDICAL;1241;1;20;585;Yes;0;5
795840;3;87500;MEDICAL;963;11;50;626;Yes;0;7
795870;8;80000;PERSONAL;74;1;60;581;Yes;0;9
795920;7;84000;VENTURE;126;11;50;674;Yes;0;5
795980;15;30000;VENTURE;1101;4;150;680;Yes;0;4
795990;2;150000;MEDICAL;654;19;40;673;No;0;5
796040;3;110800;HOMEIMPROVEMENT;919;14;60;641;No;0;4
796060;32;200000;PERSONAL;1558;25;190;684;No;1;3
796140;2;242500;EDUCATION;1564;3;30;545;No;1;4
796160;0;108000;MEDICAL;1221;14;30;661;No;1;2
796220;14;190000;MEDICAL;118;24;70;673;Yes;0;6
796240;13;106860;DEBTCONSOLIDATION;1221;13;80;612;Yes;0;2
796830;12;190000;HOMEIMPROVEMENT;1114;24;70;614;Yes;0;4
796970;3;110000;HOMEIMPROVEMENT;603;14;80;541;Yes;0;4
797070;0;50000;EDUCATION;1074;6;20;702;No;0;4
797140;0;92000;MEDICAL;1186;12;20;541;Yes;0;5
797220;4;150000;DEBTCONSOLIDATION;1442;19;20;561;No;1;10
797290;1;132320;VENTURE;1066;17;40;612;Yes;0;5
797290;2;150000;HOMEIMPROVEMENT;1435;19;40;607;Yes;0;5
797490;0;168000;PERSONAL;1128;21;20;632;No;0;10
797530;0;350000;MEDICAL;1523;44;20;675;No;1;5
797660;7;210000;PERSONAL;1037;26;100;540;No;1;3
797910;0;100000;MEDICAL;932;13;40;668;Yes;0;8
797950;0;68000;PERSONAL;1037;9;30;603;Yes;0;4
797950;2;100000;DEBTCONSOLIDATION;1388;13;30;598;No;1;3
798000;2;150000;HOMEIMPROVEMENT;1542;19;40;581;Yes;0;2
798040;0;132500;VENTURE;1037;17;40;618;No;0;9
798050;0;100180;DEBTCONSOLIDATION;1178;13;40;630;No;0;7
798090;6;60000;EDUCATION;1562;8;90;665;Yes;0;4
798170;0;168000;MEDICAL;1349;21;30;671;Yes;0;6
798250;1;100760;MEDICAL;153;13;50;685;No;1;5
798260;0;36000;EDUCATION;1599;5;30;654;No;0;2
798310;4;241650;VENTURE;1223;3;40;672;No;1;6
798320;8;40000;VENTURE;1268;5;70;670;Yes;0;5
798350;2;100000;MEDICAL;1178;13;20;679;Yes;0;4
798390;0;100000;VENTURE;896;13;50;649;Yes;0;5
798440;11;100000;EDUCATION;662;13;120;591;Yes;0;1
798560;0;60000;EDUCATION;79;8;30;651;No;0;3
798590;1;75000;DEBTCONSOLIDATION;1758;9;40;636;Yes;0;3
798670;1;168000;PERSONAL;1305;21;20;618;No;0;3
798680;3;96000;PERSONAL;1126;12;30;696;Yes;0;6
798750;6;250000;HOMEIMPROVEMENT;1158;31;40;679;No;1;3
798800;12;30000;EDUCATION;603;4;100;596;Yes;0;4
798850;3;82000;DEBTCONSOLIDATION;1704;1;70;652;No;1;3
798870;5;250000;DEBTCONSOLIDATION;751;31;90;644;No;1;7
798950;0;80000;EDUCATION;692;1;20;643;Yes;0;7
798960;3;60000;VENTURE;1349;8;20;519;No;1;5
799030;2;20000;EDUCATION;1459;3;30;535;Yes;0;7
799040;4;200000;PERSONAL;1221;25;50;694;No;1;4
799150;0;102500;DEBTCONSOLIDATION;1438;13;40;670;No;1;6
799170;6;84000;DEBTCONSOLIDATION;751;11;80;639;No;1;8
799260;0;117500;DEBTCONSOLIDATION;1714;15;20;616;No;1;2
799290;6;30000;PERSONAL;766;4;70;615;Yes;0;3
799300;1;200000;MEDICAL;1379;25;20;673;No;1;5
799340;1;70000;VENTURE;1149;9;30;673;Yes;0;5
799400;5;81420;EDUCATION;1539;1;70;642;Yes;0;5
799400;6;112000;DEBTCONSOLIDATION;932;14;90;689;Yes;0;2
799430;7;70000;DEBTCONSOLIDATION;963;9;20;624;No;0;4
799450;4;82120;HOMEIMPROVEMENT;1569;1;70;639;No;0;6
799530;0;168000;PERSONAL;1389;21;30;463;Yes;0;3
799540;1;60000;VENTURE;788;8;20;661;Yes;0;7
799540;3;150000;MEDICAL;988;19;40;639;Yes;0;3
799560;4;100000;VENTURE;1149;13;40;572;Yes;0;2
799570;2;150000;PERSONAL;749;19;40;641;Yes;0;5
799580;3;140000;PERSONAL;662;18;30;633;No;0;10
799600;17;61250;MEDICAL;1465;8;170;712;Yes;0;3
799710;8;100000;MEDICAL;1171;13;90;557;Yes;0;4
799710;0;120000;VENTURE;1101;15;40;671;No;0;8
799910;3;50000;MEDICAL;1399;6;100;533;Yes;0;4
799920;15;20000;HOMEIMPROVEMENT;1839;3;120;687;No;1;3
799920;1;40000;DEBTCONSOLIDATION;1562;5;40;654;No;1;5
800000;6;60000;EDUCATION;768;8;80;570;No;0;6
800010;4;250000;VENTURE;1533;31;20;592;No;1;6
800040;4;242500;EDUCATION;1496;3;40;506;No;1;11
800080;3;100000;VENTURE;1111;12;40;685;Yes;0;6
800130;4;130000;DEBTCONSOLIDATION;1025;16;20;723;No;0;8
800160;23;124750;HOMEIMPROVEMENT;662;16;110;712;No;0;9
800200;4;120000;VENTURE;751;15;100;598;Yes;0;6
800210;0;120000;VENTURE;1104;15;40;698;Yes;0;5
800210;0;160000;HOMEIMPROVEMENT;100;2;40;580;Yes;0;6
800230;24;136500;HOMEIMPROVEMENT;1242;17;110;669;No;0;3
800250;0;87500;EDUCATION;999;11;20;564;Yes;0;5
800280;9;24000;HOMEIMPROVEMENT;991;3;50;557;No;1;4
800310;7;90000;DEBTCONSOLIDATION;1399;11;70;661;Yes;0;6
800420;0;30000;EDUCATION;599;4;20;626;Yes;0;4
800440;3;178040;EDUCATION;127;22;30;617;No;0;4
800490;0;120000;VENTURE;751;15;30;584;Yes;0;7
800520;7;31500;DEBTCONSOLIDATION;1562;4;80;694;No;1;9
800560;3;84000;HOMEIMPROVEMENT;1101;1;20;667;Yes;0;5
800630;7;64000;VENTURE;1496;8;60;664;No;1;7
800640;10;60000;DEBTCONSOLIDATION;1435;7;50;664;No;1;4
800640;7;120000;VENTURE;1196;15;20;576;Yes;0;4
800640;18;250000;EDUCATION;1186;31;130;611;No;1;4
800780;7;48000;HOMEIMPROVEMENT;1357;6;70;654;Yes;0;3
800820;0;24000;VENTURE;1101;3;20;705;Yes;0;2
800820;0;33000;VENTURE;1465;4;20;586;Yes;0;4
800840;6;60000;DEBTCONSOLIDATION;1101;7;80;631;No;1;4
800850;0;50000;MEDICAL;1037;6;50;704;Yes;0;6
800880;4;28750;DEBTCONSOLIDATION;749;4;20;669;Yes;0;5
800890;7;112000;DEBTCONSOLIDATION;1349;14;60;714;No;1;4
800920;2;30000;VENTURE;751;4;30;587;Yes;0;5
800930;0;24000;EDUCATION;74;3;20;514;Yes;0;6
800960;13;180000;HOMEIMPROVEMENT;999;22;80;606;Yes;0;9
800990;6;23950;HOMEIMPROVEMENT;1509;3;80;630;No;1;3
801010;5;112000;VENTURE;1399;14;20;639;No;0;4
801040;9;35270;EDUCATION;1232;4;80;548;Yes;0;3
801060;0;168000;MEDICAL;1392;21;20;721;Yes;0;13
801080;8;30000;VENTURE;542;4;70;630;No;0;2
801090;3;76560;MEDICAL;1233;1;70;567;No;1;4
801100;27;60000;VENTURE;1189;7;110;579;Yes;0;6
801150;1;27000;DEBTCONSOLIDATION;676;3;30;669;Yes;0;7
801170;6;40000;PERSONAL;1199;5;20;724;Yes;0;4
801230;0;88000;EDUCATION;963;11;30;653;Yes;0;3
801230;6;100000;DEBTCONSOLIDATION;157;12;50;627;No;1;7
801300;4;100000;PERSONAL;1062;12;40;675;No;0;8
801310;15;100000;PERSONAL;1599;12;120;704;No;1;6
801320;18;155750;DEBTCONSOLIDATION;1427;19;130;681;No;0;3
801330;1;30000;VENTURE;1101;4;40;628;Yes;0;4
801370;20;100000;VENTURE;662;12;120;649;Yes;0;4
801440;6;100000;VENTURE;79;12;90;577;Yes;0;7
801450;1;250000;EDUCATION;991;31;20;636;No;1;8
801480;6;220000;VENTURE;1663;27;50;644;Yes;0;3
801500;0;60000;EDUCATION;999;7;40;661;No;0;2
801510;1;155000;DEBTCONSOLIDATION;749;19;20;659;No;0;6
801530;3;132000;EDUCATION;1114;16;40;671;No;0;3
801560;5;65000;DEBTCONSOLIDATION;1025;8;30;725;No;0;3
801580;24;60000;HOMEIMPROVEMENT;1189;7;160;608;Yes;0;4
801580;10;100000;VENTURE;1135;12;100;613;Yes;0;5
801590;1;185000;HOMEIMPROVEMENT;1221;23;20;623;No;0;7
801610;0;160020;VENTURE;1002;2;40;632;Yes;0;5
801620;0;120000;EDUCATION;1465;15;20;635;Yes;0;5
801630;6;80000;EDUCATION;1479;1;70;625;Yes;0;10
801660;14;112000;HOMEIMPROVEMENT;83;14;100;611;No;0;7
801670;20;50000;PERSONAL;1348;6;110;631;No;0;4
801680;2;66700;PERSONAL;1032;8;30;590;Yes;0;9
801690;9;60000;EDUCATION;1101;7;50;601;No;0;7
801690;8;100000;MEDICAL;1574;12;60;690;No;1;7
801700;7;30720;DEBTCONSOLIDATION;1502;4;80;678;No;1;6
801730;4;28850;VENTURE;733;4;30;712;Yes;0;3
801730;6;84000;EDUCATION;1649;1;70;627;No;0;2
801760;8;50000;MEDICAL;817;6;90;684;Yes;0;2
801790;0;200000;DEBTCONSOLIDATION;1442;25;20;655;No;1;7
801800;0;200000;VENTURE;1411;25;30;666;No;1;5
801800;5;200000;DEBTCONSOLIDATION;1062;25;90;708;No;0;6
801820;9;106000;PERSONAL;1299;13;70;670;Yes;0;5
801830;8;100000;VENTURE;79;12;60;636;Yes;0;7
801840;7;120000;HOMEIMPROVEMENT;1171;15;60;693;No;1;4
801850;4;100000;DEBTCONSOLIDATION;849;12;20;609;No;0;5
801880;0;150000;VENTURE;603;19;40;607;Yes;0;5
801910;6;65000;VENTURE;579;8;90;624;No;0;4
801910;11;88000;DEBTCONSOLIDATION;1071;11;100;655;No;0;4
801930;17;60000;EDUCATION;1047;7;130;625;No;0;5
801930;4;120460;VENTURE;587;15;40;523;Yes;0;7
801940;3;176490;PERSONAL;1532;22;40;590;No;1;5
801950;11;57130;MEDICAL;1394;7;90;667;No;1;6
801980;1;180000;EDUCATION;1025;22;30;578;Yes;0;5
801990;0;50000;VENTURE;1039;6;30;666;Yes;0;5
802020;13;35000;HOMEIMPROVEMENT;1101;4;50;597;Yes;0;6
802060;1;70000;DEBTCONSOLIDATION;1126;9;30;638;Yes;0;5
802110;0;120000;PERSONAL;1689;15;20;595;No;1;8
802110;1;150000;PERSONAL;1825;19;40;646;Yes;0;6
802130;0;27000;VENTURE;1074;3;30;531;Yes;0;4
802130;5;75000;EDUCATION;662;9;20;658;Yes;0;6
802150;3;100000;MEDICAL;1533;12;50;644;No;1;7
802160;0;92000;EDUCATION;1186;11;20;674;Yes;0;12
802170;2;85000;DEBTCONSOLIDATION;751;11;20;607;Yes;0;4
802260;16;61250;PERSONAL;1465;8;130;670;Yes;0;3
802310;5;77020;EDUCATION;1646;1;60;685;No;0;5
802380;0;140000;EDUCATION;1299;17;30;645;No;0;5
802420;7;100000;EDUCATION;1483;12;90;604;No;1;4
802440;0;70000;DEBTCONSOLIDATION;788;9;20;648;No;0;6
802470;4;120000;MEDICAL;1183;15;20;685;No;0;2
802550;1;45000;EDUCATION;749;6;20;627;Yes;0;3
802590;1;175000;EDUCATION;1148;22;30;664;No;0;5
802610;0;118750;DEBTCONSOLIDATION;1409;15;30;619;No;1;4
802620;6;24560;VENTURE;1114;3;50;631;Yes;0;7
802630;3;150000;PERSONAL;1602;19;20;632;No;1;4
802640;2;140000;VENTURE;1299;17;80;620;Yes;0;2
802670;11;56000;VENTURE;1099;7;90;632;Yes;0;4
802690;4;100000;VENTURE;79;12;70;667;No;0;8
802690;2;250000;EDUCATION;1533;31;20;661;No;1;6
802710;0;50000;VENTURE;988;6;40;622;Yes;0;4
802720;6;120000;HOMEIMPROVEMENT;1101;15;30;655;No;1;7
802790;5;24750;PERSONAL;1505;3;80;697;No;1;5
802860;9;25500;EDUCATION;1136;3;90;625;Yes;0;3
802870;6;92500;EDUCATION;859;12;90;672;Yes;0;3
802910;4;220000;MEDICAL;1178;27;40;632;No;1;3
802960;5;28000;PERSONAL;1357;3;60;676;No;0;9
802960;8;70000;HOMEIMPROVEMENT;788;9;50;686;Yes;0;6
